Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity 736_m_wt	LFQ intensity 736_sc_wt	LFQ intensity 737_m_midy	LFQ intensity 737_sc_midy	LFQ intensity 738_m_wt	LFQ intensity 738_sc_wt	LFQ intensity 739_m_midy	LFQ intensity 739_sc_midy	LFQ intensity 740_m_midy	LFQ intensity 740_sc_midy	LFQ intensity 741_m_wt	LFQ intensity 741_sc_wt	LFQ intensity 743_m_wt	LFQ intensity 743_sc_midy	LFQ intensity 744_m_midy	LFQ intensity 744_sc_midy	LFQ intensity 745_m_wt	LFQ intensity 745_sc_wt	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
XP_020934292.1	XP_020934292.1	XP_020934292.1 staphylococcal nuclease domain-containing protein 1 [Sus scrofa]	19	19	19	103270000	92483000	89823000	104570000	98610000	94824000	89362000	107310000	85599000	98798000	91059000	96216000	104510000	95505000	99014000	94349000	101760000	107480000	NA	NA	NA	SND1	SND1;NA;NA;NA;NA	osteoblast differentiation;RNA catabolic process;RNA phosphodiester bond hydrolysis, endonucleolytic;miRNA catabolic process;regulation of nucleic acid-templated transcription;regulation of cell cycle process;gene silencing by RNA;viral process	GO:000164; GO:000640; GO:009050; GO:001058; GO:190350; GO:001056; GO:003104; GO:001603	nucleus;cytosol;RISC complex;melanosome;membrane;extracellular exosome;dense body;cytoplasm	GO:000563; GO:000582; GO:001644; GO:004247; GO:001602; GO:007006; GO:009743; GO:000573	 Viral carcinogenesis; Epstein-Barr virus infection	hsa0520; hsa0516	endonuclease activity;transcription cofactor activity;cadherin binding;nuclease activity;endoribonuclease activity;RISC complex binding;RNA binding;protein binding	GO:000451; GO:000371; GO:004529; GO:000451; GO:000452; GO:190517; GO:000372; GO:000551
XP_020934449.1;XP_020934447.1;XP_020932122.1;XP_020932121.1	XP_020934449.1;XP_020934447.1	XP_020934449.1 uridine phosphorylase 1 [Sus scrofa];XP_020934447.1 uridine phosphorylase 1 [Sus scrofa]	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14242000	0	36262000	NA	NA	NA	UPP1	UPP1;UPP1;NA;NA;NA	pyrimidine nucleoside salvage;nucleotide catabolic process;nucleobase-containing compound metabolic process;UMP salvage;pyrimidine nucleoside catabolic process;uridine catabolic process;cellular response to glucose starvation	GO:004309; GO:000916; GO:000613; GO:004420; GO:004613; GO:000621; GO:004214	nucleus;nucleoplasm;cytosol	GO:000563; GO:000565; GO:000582	 Metabolic pathways; Pyrimidine metabolism; Drug metabolism - other enzymes	hsa0110; hsa0024; hsa0098	uridine phosphorylase activity	GO:000485
XP_020934480.1	XP_020934480.1	XP_020934480.1 exocyst complex component 4 isoform X1 [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9150600	NA	NA	NA	EXOC4	EXOC4;NA;NA;NA;NA	exocytosis;protein targeting to membrane;vesicle docking involved in exocytosis;vesicle tethering involved in exocytosis;regulation of macroautophagy;chemical synaptic transmission;Golgi to plasma membrane transport;paraxial mesoderm formation	GO:000688; GO:000661; GO:000690; GO:009052; GO:001624; GO:000726; GO:000689; GO:004834	cytoplasm;plasma membrane;membrane;myelin sheath abaxonal region;cytosol;exocyst;microvillus;synapse;Flemming body;growth cone membrane	GO:000573; GO:000588; GO:001602; GO:003574; GO:000582; GO:000014; GO:000590; GO:004520; GO:009054; GO:003258	 Tight junction	hsa0453	protein N-terminus binding;PDZ domain binding;Ral GTPase binding;protein binding	GO:004748; GO:003016; GO:001716; GO:000551
XP_020934689.1;XP_020934688.1;XP_020934687.1	XP_020934689.1;XP_020934688.1;XP_020934687.1	XP_020934689.1 extended synaptotagmin-2 isoform X3 [Sus scrofa];XP_020934688.1 extended synaptotagmin-2 isoform X2 [Sus scrofa];XP_020934687.1 extended synaptotagmin-2 isoform X1 [Sus scrofa]	12	12	12	26847000	47108000	38255000	24857000	20298000	42724000	26129000	32747000	25460000	37593000	33391000	52995000	39530000	32253000	25813000	33611000	30387000	37327000	NA	NA	NA	ESYT2	ESYT2;ESYT2;ESYT2;NA;NA	lipid transport;endocytosis;endoplasmic reticulum-plasma membrane tethering	GO:000686; GO:000689; GO:006181	endoplasmic reticulum membrane;intrinsic component of endoplasmic reticulum membrane;organelle membrane contact site;extrinsic component of cytoplasmic side of plasma membrane;membrane;integral component of plasma membrane	GO:000578; GO:003122; GO:004423; GO:003123; GO:001602; GO:000588	"NA"	"NA"	calcium-dependent phospholipid binding;phosphatidylinositol binding;cadherin binding;phosphatidylethanolamine binding;phosphatidylcholine binding;identical protein binding;calcium ion binding;protein binding	GO:000554; GO:003509; GO:004529; GO:000842; GO:003121; GO:004280; GO:000550; GO:000551
XP_020934722.1;XP_020934720.1;XP_020934718.1;XP_020934717.1;XP_003134939.5;XP_020934725.1;XP_020934723.1;XP_020934721.1;XP_020934719.1;XP_020928655.1	XP_020934722.1;XP_020934720.1;XP_020934718.1;XP_020934717.1;XP_003134939.5;XP_020934725.1;XP_020934723.1;XP_020934721.1;XP_020934719.1	XP_020934722.1 2-oxoglutarate dehydrogenase, mitochondrial isoform X3 [Sus scrofa];XP_020934720.1 2-oxoglutarate dehydrogenase, mitochondrial isoform X3 [Sus scrofa];XP_020934718.1 2-oxoglutarate dehydrogenase, mitochondrial isoform X1 [Sus scrofa];XP_0209	29	29	29	260600000	216580000	246550000	178300000	272970000	157180000	250780000	207190000	262270000	208040000	202650000	218970000	214480000	179650000	154210000	215200000	197710000	183400000	NA	NA	NA	OGDH	OGDH;OGDH;OGDH;OGDH;OGDH	thalamus development;tricarboxylic acid cycle;2-oxoglutarate metabolic process;striatum development;NADH metabolic process;hippocampus development;pyramidal neuron development;cerebellar cortex development;tangential migration from the subventricular zone to the olfactory bulb;olfactory bulb mitral cell layer development	GO:002179; GO:000609; GO:000610; GO:002175; GO:000673; GO:002176; GO:002186; GO:002169; GO:002202; GO:006103	oxoglutarate dehydrogenase complex;mitochondrion;mitochondrial matrix;mitochondrial membrane;nucleus	GO:004525; GO:000573; GO:000575; GO:003196; GO:000563	 Citrate cycle (TCA cycle); Tryptophan metabolism; Biosynthesis of antibiotics; Lysine degradation; Carbon metabolism; Metabolic pathways	hsa0002; hsa0038; hsa0113; hsa0031; hsa0120; hsa0110	thiamine pyrophosphate binding;chaperone binding;oxoglutarate dehydrogenase (NAD+) activity;oxoglutarate dehydrogenase (succinyl-transferring) activity;heat shock protein binding;metal ion binding	GO:003097; GO:005108; GO:003460; GO:000459; GO:003107; GO:004687
XP_020934757.1;XP_020934756.1;XP_020934755.1	XP_020934757.1;XP_020934756.1;XP_020934755.1	XP_020934757.1 maltase-glucoamylase, intestinal [Sus scrofa];XP_020934756.1 maltase-glucoamylase, intestinal [Sus scrofa];XP_020934755.1 maltase-glucoamylase, intestinal [Sus scrofa]	18	18	18	76290000	37663000	35534000	60848000	55716000	51996000	103420000	54736000	56711000	37525000	67251000	58624000	46905000	40702000	89273000	50998000	71655000	42525000	NA	NA	NA	MGAM	MGAM;MGAM;MGAM;NA;NA	starch catabolic process;neutrophil degranulation;polysaccharide digestion;maltose metabolic process	GO:000598; GO:004331; GO:004424; GO:000002	integral component of membrane;extracellular exosome;tertiary granule membrane;plasma membrane;apical plasma membrane;ficolin-1-rich granule membrane	GO:001602; GO:007006; GO:007082; GO:000588; GO:001632; GO:010100	 Galactose metabolism; Starch and sucrose metabolism; Metabolic pathways; Carbohydrate digestion and absorption	hsa0005; hsa0050; hsa0110; hsa0497	catalytic activity;carbohydrate binding;glucan 1,4-alpha-glucosidase activity;alpha-1,4-glucosidase activity;maltose alpha-glucosidase activity;amylase activity	GO:000382; GO:003024; GO:000433; GO:000455; GO:003245; GO:001616
XP_020934809.1;XP_020934808.1;XP_020934807.1;XP_020934806.1;XP_020934805.1;XP_020934804.1;XP_020934803.1;XP_020934802.1;XP_020934801.1;XP_020934800.1	XP_020934809.1;XP_020934808.1;XP_020934807.1;XP_020934806.1;XP_020934805.1;XP_020934804.1;XP_020934803.1;XP_020934802.1;XP_020934801.1;XP_020934800.1	XP_020934809.1 E3 ubiquitin-protein ligase HECW1 isoform X6 [Sus scrofa];XP_020934808.1 E3 ubiquitin-protein ligase HECW1 isoform X5 [Sus scrofa];XP_020934807.1 E3 ubiquitin-protein ligase HECW1 isoform X4 [Sus scrofa];XP_020934806.1 E3 ubiquitin-protein l	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15450000	NA	NA	NA	HECW1	HECW1;HECW1;HECW1;HECW1;HECW1	protein polyubiquitination;regulation of dendrite morphogenesis;ubiquitin-dependent protein catabolic process;proteasome-mediated ubiquitin-dependent protein catabolic process;protein ubiquitination;positive regulation of protein catabolic process;negative regulation of canonical Wnt signaling pathway;negative regulation of sodium ion transmembrane transporter activity	GO:000020; GO:004881; GO:000651; GO:004316; GO:001656; GO:004573; GO:009009; GO:200065	cytoplasm;cytosol	GO:000573; GO:000582	"NA"	"NA"	ubiquitin protein ligase activity	GO:006163
XP_020934835.1	XP_020934835.1	XP_020934835.1 bisphosphoglycerate mutase [Sus scrofa]	3	3	3	30519000	0	0	0	0	0	0	0	0	0	0	0	27807000	0	0	0	20545000	0	NA	NA	NA	BPGM	BPGM;NA;NA;NA;NA	carbohydrate metabolic process;respiratory gaseous exchange;canonical glycolysis;erythrocyte development	GO:000597; GO:000758; GO:006162; GO:004882	cytosol;extracellular exosome	GO:000582; GO:007006	 Biosynthesis of antibiotics; Metabolic pathways; Glycine, serine and threonine metabolism; Glycolysis / Gluconeogenesis	hsa0113; hsa0110; hsa0026; hsa0001	bisphosphoglycerate mutase activity;hydrolase activity;phosphoglycerate mutase activity	GO:000408; GO:001678; GO:000461
XP_020934839.1	XP_020934839.1	XP_020934839.1 PDZ and LIM domain protein 4 isoform X1 [Sus scrofa]	6	6	1	0	0	19161000	0	0	22026000	0	0	15249000	0	0	0	0	0	0	0	0	0	NA	NA	NA	PDLIM4	PDLIM4;NA;NA;NA;NA	excitatory chemical synaptic transmission;actin cytoskeleton reorganization	GO:009897; GO:003153	nucleus;cytoplasm;perinuclear region of cytoplasm;stress fiber;cytoskeleton;early endosome lumen;dendritic spine;cell junction;recycling endosome lumen;postsynaptic membrane;filamentous actin;lamellipodium;recycling endosome membrane	GO:000563; GO:000573; GO:004847; GO:000172; GO:000585; GO:003190; GO:004319; GO:003005; GO:003477; GO:004521; GO:003194; GO:003002; GO:005503	"NA"	"NA"	protein binding;metal ion binding;protein phosphatase binding;alpha-actinin binding;protein homodimerization activity	GO:000551; GO:004687; GO:001990; GO:005139; GO:004280
XP_020934876.1	XP_020934876.1	XP_020934876.1 3-hydroxyisobutyrate dehydrogenase, mitochondrial [Sus scrofa]	6	6	6	131990000	92871000	90527000	64699000	106340000	57331000	92157000	103400000	104660000	84070000	65815000	91131000	41761000	48702000	80972000	107300000	72033000	52795000	NA	NA	NA	HIBADH	HIBADH;NA;NA;NA;NA	valine catabolic process;oxidation-reduction process;branched-chain amino acid catabolic process	GO:000657; GO:005511; GO:000908	mitochondrion;mitochondrial matrix	GO:000573; GO:000575	 Valine, leucine and isoleucine degradation; Metabolic pathways	hsa0028; hsa0110	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;NAD binding;3-hydroxyisobutyrate dehydrogenase activity;NADP binding	GO:001661; GO:005128; GO:000844; GO:005066
XP_020934878.1;XP_020934877.1;XP_013841295.1	XP_020934878.1;XP_020934877.1;XP_013841295.1	XP_020934878.1 ras-related protein Ral-A isoform X1 [Sus scrofa];XP_020934877.1 ras-related protein Ral-A isoform X1 [Sus scrofa];XP_013841295.1 ras-related protein Ral-A isoform X2 [Sus scrofa]	6	6	3	0	30645000	47415000	67969000	58246000	39759000	47458000	56547000	38445000	38969000	39959000	52797000	36218000	58246000	81145000	51415000	40586000	31102000	NA	NA	NA	RALA	RALA;RALA;RALA;NA;NA	neural tube closure;cell cycle;signal transduction;positive regulation of filopodium assembly;membrane raft localization;membrane organization;regulation of exocytosis;Ras protein signal transduction;chemotaxis;interleukin-12-mediated signaling pathway;cell division;exocytosis;actin cytoskeleton reorganization	GO:000184; GO:000704; GO:000716; GO:005149; GO:005166; GO:006102; GO:001715; GO:000726; GO:000693; GO:003572; GO:005130; GO:000688; GO:003153	cell surface;plasma membrane;cleavage furrow;Flemming body;endocytic vesicle;extracellular exosome;focal adhesion;cytoplasmic vesicle membrane	GO:000998; GO:000588; GO:003215; GO:009054; GO:003013; GO:007006; GO:000592; GO:003065	 Ras signaling pathway; Pathways in cancer; Rap1 signaling pathway; Pancreatic cancer	hsa0401; hsa0520; hsa0401; hsa0521	ATPase binding;GTPase activity;GTP binding;protein binding;ubiquitin protein ligase binding;myosin binding;GDP binding;Edg-2 lysophosphatidic acid receptor binding	GO:005111; GO:000392; GO:000552; GO:000551; GO:003162; GO:001702; GO:001900; GO:003175
XP_020935003.1;XP_020935001.1;XP_020935002.1	XP_020935003.1;XP_020935001.1;XP_020935002.1	XP_020935003.1 lanC-like protein 2 isoform X3 [Sus scrofa];XP_020935001.1 lanC-like protein 2 isoform X1 [Sus scrofa];XP_020935002.1 lanC-like protein 2 isoform X2 [Sus scrofa]	6	6	6	0	26633000	39616000	30161000	33630000	34582000	25592000	36499000	36962000	35378000	35414000	0	0	38598000	27653000	35995000	42201000	35418000	NA	NA	NA	LANCL2	LANCL2;LANCL2;LANCL2;NA;NA	negative regulation of transcription, DNA-templated;positive regulation of abscisic acid-activated signaling pathway	GO:004589; GO:000978	nucleus;plasma membrane;cytosol;cortical actin cytoskeleton	GO:000563; GO:000588; GO:000582; GO:003086	"NA"	"NA"	GTP binding;ATP binding;catalytic activity;phosphatidylinositol-4-phosphate binding;protein binding;phosphatidylinositol-5-phosphate binding;phosphatidylinositol-3-phosphate binding	GO:000552; GO:000552; GO:000382; GO:007027; GO:000551; GO:001031; GO:003226
XP_020935185.1;XP_020935184.1;XP_020935183.1;XP_020935182.1;XP_020935181.1;NP_999540.1;XP_020935180.1;XP_020935179.1;XP_020935178.1;XP_013846457.1;XP_005657973.1;XP_005657972.1;XP_005657971.1;XP_013846455.1;XP_020935188.1;XP_013846458.1;XP_020935187.1	XP_020935185.1;XP_020935184.1;XP_020935183.1;XP_020935182.1;XP_020935181.1;NP_999540.1;XP_020935180.1;XP_020935179.1;XP_020935178.1;XP_013846457.1;XP_005657973.1;XP_005657972.1;XP_005657971.1;XP_013846455.1;XP_020935188.1;XP_013846458.1;XP_020935187.1	XP_020935185.1 four and a half LIM domains protein 1 isoform X5 [Sus scrofa];XP_020935184.1 four and a half LIM domains protein 1 isoform X5 [Sus scrofa];XP_020935183.1 four and a half LIM domains protein 1 isoform X5 [Sus scrofa];XP_020935182.1 four and a	26	26	26	2405500000	8207200000	7412200000	4736700000	2543200000	4513900000	4321400000	3863300000	4637200000	7441600000	4263300000	7364600000	4627500000	4865900000	3735400000	6900800000	5835400000	6487200000	NA	NA	NA	FHL1	FHL1;FHL1;FHL1;FHL1;FHL1	regulation of membrane depolarization;cell differentiation;positive regulation of potassium ion transport;negative regulation of G1/S transition of mitotic cell cycle;negative regulation of cell growth;negative regulation of G2/M transition of mitotic cell cycle;muscle organ development;animal organ morphogenesis;regulation of potassium ion transmembrane transporter activity	GO:000325; GO:003015; GO:004326; GO:200013; GO:003030; GO:001097; GO:000751; GO:000988; GO:190101	plasma membrane;nucleus;cytoplasm;cytosol;focal adhesion	GO:000588; GO:000563; GO:000573; GO:000582; GO:000592	"NA"	"NA"	metal ion binding;molecular_function;protein binding;ion channel binding	GO:004687; GO:000367; GO:000551; GO:004432
XP_020935312.1	XP_020935312.1	XP_020935312.1 spermine synthase [Sus scrofa]	6	6	6	16705000	14258000	15310000	0	22865000	12363000	15670000	16302000	27583000	19410000	21236000	0	13760000	17131000	17012000	16986000	20789000	16292000	NA	NA	NA	SMS	SMS;NA;NA;NA;NA	polyamine metabolic process;methionine metabolic process;spermine biosynthetic process	GO:000659; GO:000655; GO:000659	extracellular exosome;cytosol	GO:007006; GO:000582	 Arginine and proline metabolism; Metabolic pathways; Cysteine and methionine metabolism; beta-Alanine metabolism; Glutathione metabolism	hsa0033; hsa0110; hsa0027; hsa0041; hsa0048	spermine synthase activity	GO:001676
XP_020935424.1;XP_020935429.1;XP_020935427.1;XP_020935423.1;XP_020935422.1;XP_020935421.1;XP_020935420.1;XP_020935419.1;XP_020935426.1;XP_020935425.1	XP_020935424.1;XP_020935429.1;XP_020935427.1;XP_020935423.1;XP_020935422.1;XP_020935421.1;XP_020935420.1;XP_020935419.1;XP_020935426.1;XP_020935425.1	XP_020935424.1 glycogenin-2 isoform X2 [Sus scrofa];XP_020935429.1 glycogenin-2 isoform X1 [Sus scrofa];XP_020935427.1 glycogenin-2 isoform X1 [Sus scrofa];XP_020935423.1 glycogenin-2 isoform X1 [Sus scrofa];XP_020935422.1 glycogenin-2 isoform X1 [Sus scro	6	6	5	60046000	54448000	49234000	27032000	49813000	19347000	50588000	32619000	56084000	31475000	63179000	26450000	22479000	24361000	55271000	41211000	48847000	30699000	NA	NA	NA	GYG2	GYG2;GYG2;GYG2;GYG2;GYG2	glycogen biosynthetic process	GO:000597	cytosol	GO:000582	"NA"	"NA"	glycogenin glucosyltransferase activity	GO:000846
XP_020935490.1	XP_020935490.1	XP_020935490.1 ubiquilin-2 [Sus scrofa]	5	3	3	0	0	0	0	0	0	0	0	0	8482100	0	0	0	0	0	0	6181100	0	NA	NA	NA	UBQLN2	UBQLN2;NA;NA;NA;NA	autophagosome assembly;negative regulation of clathrin-dependent endocytosis;positive regulation of ER-associated ubiquitin-dependent protein catabolic process;negative regulation of G-protein coupled receptor internalization;autophagy;regulation of macroautophagy;regulation of autophagosome assembly;ubiquitin-dependent protein catabolic process;ubiquitin-dependent ERAD pathway	GO:000004; GO:190018; GO:190307; GO:190402; GO:000691; GO:001624; GO:200078; GO:000651; GO:003043	cytoplasm;nucleus;autophagosome;cytosol;cytoplasmic vesicle;plasma membrane	GO:000573; GO:000563; GO:000577; GO:000582; GO:003141; GO:000588	 Protein processing in endoplasmic reticulum	hsa0414	polyubiquitin binding;protein binding	GO:003159; GO:000551
XP_020935506.1	XP_020935506.1	XP_020935506.1 cylicin-1 [Sus scrofa]	1	1	1	0	252050000	186750000	0	0	0	0	165630000	0	124720000	0	0	0	234040000	0	0	0	0	NA	NA	NA	CYLC1	CYLC1;NA;NA;NA;NA	multicellular organism development;cell differentiation;cytoskeleton organization;spermatogenesis	GO:000727; GO:003015; GO:000701; GO:000728	acrosomal matrix;nucleus;cytoskeletal calyx	GO:004315; GO:000563; GO:003315	"NA"	"NA"	structural constituent of cytoskeleton;structural molecule activity	GO:000520; GO:000519
