Majority protein IDs	gene_name	GO - Biological Process	GO - Cellular Component	GO - Molecular Function	KEGG Pathway Info
XP_020950929.1;XP_003358329.1	VAMP3	"GO:0034446 [Name: substrate adhesion-dependent cell spreading]; GO:0002479 [Name: antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent]; GO:0070254 [Name: mucus secretion]; GO:1903593 [Name: regulation of histamine secretion by mast cell]; GO:0035493 [Name: SNARE complex assembly]; GO:0042147 [Name: retrograde transport, endosome to Golgi]; GO:0043001 [Name: Golgi to plasma membrane protein transport]; GO:0065003 [Name: macromolecular complex assembly]; GO:0017156 [Name: calcium ion regulated exocytosis]; GO:0051024 [Name: positive regulation of immunoglobulin secretion]; GO:0061024 [Name: membrane organization]; GO:0071346 [Name: cellular response to interferon-gamma]; GO:0001921 [Name: positive regulation of receptor recycling]; GO:0006904 [Name: vesicle docking involved in exocytosis]; GO:0061025 [Name: membrane fusion]; GO:1903531 [Name: negative regulation of secretion by cell]; GO:0016192 [Name: vesicle-mediated transport]; GO:0006887 [Name: exocytosis]"	GO:0030054 [Name: cell junction]; GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0030665 [Name: clathrin-coated vesicle membrane]; GO:0048471 [Name: perinuclear region of cytoplasm]; GO:0016021 [Name: integral component of membrane]; GO:0005829 [Name: cytosol]; GO:0016324 [Name: apical plasma membrane]; GO:0030285 [Name: integral component of synaptic vesicle membrane]; GO:0030670 [Name: phagocytic vesicle membrane]; GO:0032588 [Name: trans-Golgi network membrane]; GO:0055037 [Name: recycling endosome]; GO:0030141 [Name: secretory granule]; GO:0043005 [Name: neuron projection]; GO:0030133 [Name: transport vesicle]; GO:0031201 [Name: SNARE complex]; GO:0055038 [Name: recycling endosome membrane]; GO:0005886 [Name: plasma membrane]; GO:0009986 [Name: cell surface]; GO:0030136 [Name: clathrin-coated vesicle]	GO:0005515 [Name: protein binding]; GO:0017075 [Name: syntaxin-1 binding]	hsa04145 [Pathway Title: Phagosome]; hsa04130 [Pathway Title: SNARE interactions in vesicular transport]
XP_020950938.1;XP_020950937.1;XP_020950939.1	ENO1	"GO:0009615 [Name: response to virus]; GO:0061621 [Name: canonical glycolysis]; GO:0010756 [Name: positive regulation of plasminogen activation]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:1903298 [Name: negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway]; GO:0045892 [Name: negative regulation of transcription, DNA-templated]; GO:0030308 [Name: negative regulation of cell growth]; GO:0006094 [Name: gluconeogenesis]; GO:0045933 [Name: positive regulation of muscle contraction]; GO:2001171 [Name: positive regulation of ATP biosynthetic process]"	GO:0005737 [Name: cytoplasm]; GO:0099738 [Name: cell cortex region]; GO:0031430 [Name: M band]; GO:0000015 [Name: phosphopyruvate hydratase complex]; GO:0005886 [Name: plasma membrane]; GO:0070062 [Name: extracellular exosome]; GO:0005634 [Name: nucleus]; GO:0009986 [Name: cell surface]; GO:0005829 [Name: cytosol]; GO:0016020 [Name: membrane]; GO:0005615 [Name: extracellular space]	"GO:0004634 [Name: phosphopyruvate hydratase activity]; GO:0000977 [Name: RNA polymerase II regulatory region sequence-specific DNA binding]; GO:0042803 [Name: protein homodimerization activity]; GO:0000287 [Name: magnesium ion binding]; GO:0001227 [Name: transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding]; GO:0003723 [Name: RNA binding]; GO:0045296 [Name: cadherin binding]; GO:0005515 [Name: protein binding]; GO:0051020 [Name: GTPase binding]"	hsa01200 [Pathway Title: Carbon metabolism]; hsa00010 [Pathway Title: Glycolysis / Gluconeogenesis]; hsa01130 [Pathway Title: Biosynthesis of antibiotics]; hsa01100 [Pathway Title: Metabolic pathways]; hsa04066 [Pathway Title: HIF-1 signaling pathway]; hsa01230 [Pathway Title: Biosynthesis of amino acids]; hsa03018 [Pathway Title: RNA degradation]
XP_020950947.1;XP_020950946.1;XP_020950945.1;XP_020950944.1	H6PD	GO:0006098 [Name: pentose-phosphate shunt]; GO:0055114 [Name: oxidation-reduction process]; GO:0006006 [Name: glucose metabolic process]	GO:0005788 [Name: endoplasmic reticulum lumen]	GO:0017057 [Name: 6-phosphogluconolactonase activity]; GO:0004345 [Name: glucose-6-phosphate dehydrogenase activity]; GO:0047936 [Name: glucose 1-dehydrogenase [NAD(P)] activity]; GO:0050661 [Name: NADP binding]	hsa01100 [Pathway Title: Metabolic pathways]; hsa01200 [Pathway Title: Carbon metabolism]; hsa00030 [Pathway Title: Pentose phosphate pathway]
XP_020950968.1	LZIC	GO:0010212 [Name: response to ionizing radiation]	-	GO:0008013 [Name: beta-catenin binding]	-
XP_020950991.1	TARDBP	GO:0010629 [Name: negative regulation of gene expression]; GO:0034976 [Name: response to endoplasmic reticulum stress]; GO:0042307 [Name: positive regulation of protein import into nucleus]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0071765 [Name: nuclear inner membrane organization]; GO:0001933 [Name: negative regulation of protein phosphorylation]; GO:0042981 [Name: regulation of apoptotic process]; GO:0006366 [Name: transcription from RNA polymerase II promoter]; GO:0006397 [Name: mRNA processing]; GO:0008380 [Name: RNA splicing]; GO:0051726 [Name: regulation of cell cycle]; GO:0043922 [Name: negative regulation by host of viral transcription]; GO:0070935 [Name: 3'-UTR-mediated mRNA stabilization]; GO:0032024 [Name: positive regulation of insulin secretion]	GO:0005634 [Name: nucleus]; GO:0035061 [Name: interchromatin granule]; GO:1990904 [Name: ribonucleoprotein complex]; GO:0005726 [Name: perichromatin fibrils]; GO:0005737 [Name: cytoplasm]; GO:0005654 [Name: nucleoplasm]; GO:0016607 [Name: nuclear speck]	"GO:0003700 [Name: transcription factor activity, sequence-specific DNA binding]; GO:0003723 [Name: RNA binding]; GO:0003730 [Name: mRNA 3'-UTR binding]; GO:0005515 [Name: protein binding]; GO:0003690 [Name: double-stranded DNA binding]; GO:1990837 [Name: sequence-specific double-stranded DNA binding]; GO:0003727 [Name: single-stranded RNA binding]; GO:0042802 [Name: identical protein binding]"	-
XP_020951030.1;XP_020951029.1;XP_020951028.1;XP_020951027.1;XP_020951026.1;XP_020951025.1;XP_020951024.1;XP_020951007.1;XP_020951023.1;XP_020951022.1;XP_020951021.1;XP_020951019.1;XP_020951018.1;XP_020951017.1;XP_020951016.1;XP_020951015.1;XP_020951014.1;XP_020951013.1;XP_020951012.1;XP_020951011.1;XP_020951010.1;XP_020951009.1;XP_020951008.1;XP_013854441.2	MFN2	GO:0001825 [Name: blastocyst formation]; GO:0007596 [Name: blood coagulation]; GO:0048662 [Name: negative regulation of smooth muscle cell proliferation]; GO:0051646 [Name: mitochondrion localization]; GO:0006915 [Name: apoptotic process]; GO:0034497 [Name: protein localization to pre-autophagosomal structure]; GO:0006986 [Name: response to unfolded protein]; GO:0006626 [Name: protein targeting to mitochondrion]; GO:0007006 [Name: mitochondrial membrane organization]; GO:0061734 [Name: parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization]; GO:1905461 [Name: positive regulation of vascular associated smooth muscle cell apoptotic process]; GO:0046580 [Name: negative regulation of Ras protein signal transduction]; GO:0008053 [Name: mitochondrial fusion]; GO:0016236 [Name: macroautophagy]; GO:1904707 [Name: positive regulation of vascular smooth muscle cell proliferation]; GO:0007050 [Name: cell cycle arrest]; GO:0048593 [Name: camera-type eye morphogenesis]	GO:0016021 [Name: integral component of membrane]; GO:0005829 [Name: cytosol]; GO:0005741 [Name: mitochondrial outer membrane]; GO:0005739 [Name: mitochondrion]; GO:0015630 [Name: microtubule cytoskeleton]; GO:0031306 [Name: intrinsic component of mitochondrial outer membrane]	GO:0005515 [Name: protein binding]; GO:0003924 [Name: GTPase activity]; GO:0031625 [Name: ubiquitin protein ligase binding]; GO:0005525 [Name: GTP binding]	-
XP_020951041.1	DHRS3	GO:0060349 [Name: bone morphogenesis]; GO:0042572 [Name: retinol metabolic process]; GO:0030278 [Name: regulation of ossification]; GO:0022900 [Name: electron transport chain]; GO:0048387 [Name: negative regulation of retinoic acid receptor signaling pathway]; GO:0007601 [Name: visual perception]; GO:0048385 [Name: regulation of retinoic acid receptor signaling pathway]; GO:0003151 [Name: outflow tract morphogenesis]; GO:0060021 [Name: palate development]; GO:0060411 [Name: cardiac septum morphogenesis]; GO:0001523 [Name: retinoid metabolic process]	GO:0016021 [Name: integral component of membrane]; GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0005811 [Name: lipid particle]; GO:0042622 [Name: photoreceptor outer segment membrane]	GO:0000166 [Name: nucleotide binding]; GO:0052650 [Name: NADP-retinol dehydrogenase activity]; GO:0009055 [Name: electron carrier activity]; GO:0004745 [Name: retinol dehydrogenase activity]	hsa00830 [Pathway Title: Retinol metabolism]; hsa01100 [Pathway Title: Metabolic pathways]
XP_020951123.1	UBR4	GO:0006511 [Name: ubiquitin-dependent protein catabolic process]; GO:0016567 [Name: protein ubiquitination]; GO:0043312 [Name: neutrophil degranulation]; GO:0016032 [Name: viral process]	GO:0016021 [Name: integral component of membrane]; GO:0005813 [Name: centrosome]; GO:0005886 [Name: plasma membrane]; GO:0035579 [Name: specific granule membrane]; GO:0101003 [Name: ficolin-1-rich granule membrane]; GO:0005829 [Name: cytosol]; GO:0005654 [Name: nucleoplasm]; GO:0016020 [Name: membrane]; GO:0070821 [Name: tertiary granule membrane]	GO:0008270 [Name: zinc ion binding]; GO:0005515 [Name: protein binding]; GO:0004842 [Name: ubiquitin-protein transferase activity]; GO:0005516 [Name: calmodulin binding]	hsa05203 [Pathway Title: Viral carcinogenesis]
XP_020951154.1;XP_020951150.1;XP_020951144.1;XP_020951143.1;XP_020951141.1;XP_020951148.1;XP_020951145.1;XP_020951142.1;XP_020951139.1;XP_020951146.1;XP_020951147.1;XP_020951152.1;XP_020951151.1;XP_020951153.1	HSPG2	GO:0006898 [Name: receptor-mediated endocytosis]; GO:0072358 [Name: cardiovascular system development]; GO:0006629 [Name: lipid metabolic process]; GO:0016525 [Name: negative regulation of angiogenesis]; GO:0030154 [Name: cell differentiation]; GO:0044267 [Name: cellular protein metabolic process]; GO:0001523 [Name: retinoid metabolic process]; GO:0030198 [Name: extracellular matrix organization]; GO:0006954 [Name: inflammatory response]; GO:0006024 [Name: glycosaminoglycan biosynthetic process]; GO:0006027 [Name: glycosaminoglycan catabolic process]; GO:0001525 [Name: angiogenesis]; GO:0007420 [Name: brain development]	GO:0005604 [Name: basement membrane]; GO:0005615 [Name: extracellular space]; GO:0070062 [Name: extracellular exosome]; GO:0005576 [Name: extracellular region]; GO:0005925 [Name: focal adhesion]; GO:0043202 [Name: lysosomal lumen]; GO:0005886 [Name: plasma membrane]; GO:0005796 [Name: Golgi lumen]; GO:0098797 [Name: plasma membrane protein complex]	GO:0008022 [Name: protein C-terminus binding]; GO:0030021 [Name: extracellular matrix structural constituent conferring compression resistance]; GO:0005515 [Name: protein binding]; GO:0005509 [Name: calcium ion binding]; GO:0001540 [Name: beta-amyloid binding]; GO:0050750 [Name: low-density lipoprotein particle receptor binding]	hsa04512 [Pathway Title: ECM-receptor interaction]; hsa05161 [Pathway Title: Hepatitis B]; hsa05205 [Pathway Title: Proteoglycans in cancer]
XP_020951155.1;XP_020951149.1;XP_020951140.1	HSPG2	GO:0006898 [Name: receptor-mediated endocytosis]; GO:0072358 [Name: cardiovascular system development]; GO:0006629 [Name: lipid metabolic process]; GO:0016525 [Name: negative regulation of angiogenesis]; GO:0030154 [Name: cell differentiation]; GO:0044267 [Name: cellular protein metabolic process]; GO:0001523 [Name: retinoid metabolic process]; GO:0030198 [Name: extracellular matrix organization]; GO:0006954 [Name: inflammatory response]; GO:0006024 [Name: glycosaminoglycan biosynthetic process]; GO:0006027 [Name: glycosaminoglycan catabolic process]; GO:0001525 [Name: angiogenesis]; GO:0007420 [Name: brain development]	GO:0005604 [Name: basement membrane]; GO:0005615 [Name: extracellular space]; GO:0070062 [Name: extracellular exosome]; GO:0005576 [Name: extracellular region]; GO:0005925 [Name: focal adhesion]; GO:0043202 [Name: lysosomal lumen]; GO:0005886 [Name: plasma membrane]; GO:0005796 [Name: Golgi lumen]; GO:0098797 [Name: plasma membrane protein complex]	GO:0008022 [Name: protein C-terminus binding]; GO:0030021 [Name: extracellular matrix structural constituent conferring compression resistance]; GO:0005515 [Name: protein binding]; GO:0005509 [Name: calcium ion binding]; GO:0001540 [Name: beta-amyloid binding]; GO:0050750 [Name: low-density lipoprotein particle receptor binding]	hsa04512 [Pathway Title: ECM-receptor interaction]; hsa05161 [Pathway Title: Hepatitis B]; hsa05205 [Pathway Title: Proteoglycans in cancer]
XP_020951173.1;XP_020951172.1;XP_020951171.1;XP_020951175.1;XP_020951170.1;XP_020951169.1;XP_020951174.1	HNRNPR	"GO:0061157 [Name: mRNA destabilization]; GO:0043086 [Name: negative regulation of catalytic activity]; GO:0006397 [Name: mRNA processing]; GO:0007623 [Name: circadian rhythm]; GO:0000398 [Name: mRNA splicing, via spliceosome]; GO:0016070 [Name: RNA metabolic process]"	GO:0005730 [Name: nucleolus]; GO:0030425 [Name: dendrite]; GO:0030426 [Name: growth cone]; GO:0005634 [Name: nucleus]; GO:0005654 [Name: nucleoplasm]; GO:1990904 [Name: ribonucleoprotein complex]; GO:0005783 [Name: endoplasmic reticulum]; GO:0005681 [Name: spliceosomal complex]; GO:0071013 [Name: catalytic step 2 spliceosome]; GO:0043679 [Name: axon terminus]	GO:0005515 [Name: protein binding]; GO:0003723 [Name: RNA binding]; GO:0003729 [Name: mRNA binding]; GO:0003730 [Name: mRNA 3'-UTR binding]	-
XP_020951248.1	CLIC4	GO:0035088 [Name: establishment or maintenance of apical/basal cell polarity]; GO:1902476 [Name: chloride transmembrane transport]; GO:0006821 [Name: chloride transport]; GO:0007035 [Name: vacuolar acidification]; GO:0071277 [Name: cellular response to calcium ion]; GO:0061299 [Name: retina vasculature morphogenesis in camera-type eye]; GO:0009566 [Name: fertilization]; GO:0030216 [Name: keratinocyte differentiation]; GO:0034765 [Name: regulation of ion transmembrane transport]; GO:0035264 [Name: multicellular organism growth]; GO:0030154 [Name: cell differentiation]; GO:0001525 [Name: angiogenesis]; GO:0001886 [Name: endothelial cell morphogenesis]; GO:0030336 [Name: negative regulation of cell migration]; GO:0048754 [Name: branching morphogenesis of an epithelial tube]; GO:0051493 [Name: regulation of cytoskeleton organization]	GO:0015630 [Name: microtubule cytoskeleton]; GO:0016363 [Name: nuclear matrix]; GO:0030496 [Name: midbody]; GO:0005739 [Name: mitochondrion]; GO:0009986 [Name: cell surface]; GO:0005829 [Name: cytosol]; GO:0034707 [Name: chloride channel complex]; GO:0048471 [Name: perinuclear region of cytoplasm]; GO:0005813 [Name: centrosome]; GO:0070062 [Name: extracellular exosome]; GO:0005737 [Name: cytoplasm]; GO:0045177 [Name: apical part of cell]; GO:0005911 [Name: cell-cell junction]; GO:0005634 [Name: nucleus]; GO:0005902 [Name: microvillus]; GO:0030659 [Name: cytoplasmic vesicle membrane]; GO:0005886 [Name: plasma membrane]; GO:0015629 [Name: actin cytoskeleton]	GO:0005515 [Name: protein binding]; GO:0005244 [Name: voltage-gated ion channel activity]; GO:0005254 [Name: chloride channel activity]	-
XP_020951258.1;XP_020951257.1;XP_020951256.1;XP_020951255.1;XP_003127758.1	MTFR1L	GO:0000266 [Name: mitochondrial fission]; GO:0009060 [Name: aerobic respiration]	GO:0005739 [Name: mitochondrion]	GO:0005515 [Name: protein binding]	-
XP_020951286.1	SH3BGRL3	GO:0045454 [Name: cell redox homeostasis]; GO:0022900 [Name: electron transport chain]	GO:0016604 [Name: nuclear body]; GO:0070062 [Name: extracellular exosome]; GO:0005737 [Name: cytoplasm]	GO:0009055 [Name: electron carrier activity]; GO:0015035 [Name: protein disulfide oxidoreductase activity]	-
XP_020951375.1;XP_020951373.1;XP_020951371.1;XP_020951369.1;XP_020951355.1;XP_020951353.1;XP_020951351.1;XP_020951364.1;XP_020951363.1;XP_020951361.1;XP_020951356.1;XP_020951348.1;XP_013851284.2;XP_020951379.1;XP_020951378.1;XP_020951377.1;XP_020951374.1;XP_020951372.1;XP_020951358.1;XP_020951354.1;XP_020951352.1;XP_020951350.1;XP_020951368.1;XP_020951367.1;XP_013851332.1;XP_020951362.1;XP_020951359.1;XP_005653449.2;XP_003127793.3;XP_005653448.2;XP_013851313.2;XP_013851308.2;XP_013851299.2;XP_013851288.2;XP_013851280.1;XP_020951347.1;XP_020951380.1;XP_020951376.1;XP_020951357.1;XP_020951370.1;XP_005653450.1;XP_020951366.1;XP_020951365.1;XP_005653447.1;XP_020951349.1;XP_013851349.2;XP_013851341.2;XP_013851335.2	EPB41	GO:0065003 [Name: macromolecular complex assembly]; GO:0032092 [Name: positive regulation of protein binding]; GO:0008360 [Name: regulation of cell shape]; GO:1904778 [Name: positive regulation of protein localization to cell cortex]; GO:0030866 [Name: cortical actin cytoskeleton organization]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0007049 [Name: cell cycle]; GO:0031032 [Name: actomyosin structure organization]; GO:0051301 [Name: cell division]	GO:0014731 [Name: spectrin-associated cytoskeleton]; GO:0099738 [Name: cell cortex region]; GO:0005886 [Name: plasma membrane]; GO:0005634 [Name: nucleus]; GO:0030054 [Name: cell junction]; GO:0030863 [Name: cortical cytoskeleton]; GO:0009898 [Name: cytoplasmic side of plasma membrane]; GO:0032991 [Name: macromolecular complex]; GO:0005829 [Name: cytosol]; GO:0014069 [Name: postsynaptic density]	GO:0005516 [Name: calmodulin binding]; GO:0005515 [Name: protein binding]; GO:0003779 [Name: actin binding]; GO:0005200 [Name: structural constituent of cytoskeleton]; GO:0047485 [Name: protein N-terminus binding]; GO:0005545 [Name: 1-phosphatidylinositol binding]; GO:0051219 [Name: phosphoprotein binding]; GO:0008022 [Name: protein C-terminus binding]; GO:0030507 [Name: spectrin binding]	hsa04530 [Pathway Title: Tight junction]
